"MpTak_v6.1"	"Name"	"product"	"MPGENES"	"annots"
"Mp1g01270"	""	""	""	"[K14786]: KRI1; protein KRI1;
[KOG2409]: KRR1-interacting protein involved in 40S ribosome biogenesis; [J];
[PTHR14490]: ZINC FINGER, ZZ TYPE;
[PF05178]: KRI1-like family;
[PF12936]: KRI1-like family C-terminal"
"Mp1g01290"	""	""	""	"[K01411]: NRD1; nardilysin [EC:3.4.24.61];
[KOG0959]: N-arginine dibasic convertase NRD1 and related Zn2+-dependent endopeptidases, insulinase superfamily; [O];
[PTHR43690:SF18]: INSULIN-DEGRADING ENZYME-RELATED;
[PTHR43690]: NARDILYSIN;
[PF16187]: Middle or third domain of peptidase_M16;
[PF00675]: Insulinase (Peptidase family M16);
[PF05193]: Peptidase M16 inactive domain"
"Mp1g01300"	"MpHDAC1"	"Chromatin related protein"	"[MpHDAC1]: Chromatin related protein"	"[KOG1343]: Histone deacetylase complex, catalytic component HDA1; N-term missing; [B];
[PTHR45634]: HISTONE DEACETYLASE;
[PTHR45634:SF16]: HISTONE DEACETYLASE 14;
[PF00850]: Histone deacetylase domain"
"Mp1g01320"	""	""	""	"[KOG4372]: Predicted alpha/beta hydrolase; [R];
[PTHR12482:SF41]: ALPHA/BETA-HYDROLASES SUPERFAMILY PROTEIN;
[PTHR12482]: UNCHARACTERIZED;
[PF05057]: Putative serine esterase (DUF676)"
"Mp1g01340"	""	""	""	"[PTHR31215]: OS05G0510400 PROTEIN-RELATED;
[PTHR31215:SF23]: OS01G0193500 PROTEIN"
"Mp1g01350"	""	""	""	"[PTHR31389:SF4]: LD39211P;
[PTHR31389]: LD39211P"
"Mp1g01360"	""	""	""	"[K15542]: PFS2; polyadenylation factor subunit 2;
[KOG0645]: WD40 repeat protein; [R];
[PTHR22836]: WD40 REPEAT PROTEIN;
[PF00400]: WD domain, G-beta repeat"
"Mp1g01370"	"MpGT37.1"	"Cell wall related protein"	"[MpGT37.1]: Cell wall related protein"	"[K13681]: FUT; xyloglucan fucosyltransferase [EC:2.4.1.-];
[PTHR31889]: FUCOSYLTRANSFERASE 2-RELATED;
[PF03254]: Xyloglucan fucosyltransferase"
"Mp1g01380"	""	""	""	"[K03595]: era, ERAL1; GTPase;
[KOG1423]: Ras-like GTPase ERA; [DT];
[PTHR42698:SF1]: GTPASE ERA, MITOCHONDRIAL;
[PTHR42698]: GTPASE ERA;
[PF01926]: 50S ribosome-binding GTPase;
[PF07650]: KH domain"
"Mp1g01390"	""	""	""	"[PTHR11693:SF28]: POLLEN-LIKE PROTEIN, PUTATIVE-RELATED;
[PTHR11693]: ATP SYNTHASE GAMMA CHAIN"
"Mp1g01400"	""	""	""	"[K14379]: ACP5; tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2];
[KOG2679]: Purple (tartrate-resistant) acid phosphatase; [O];
[PTHR10161:SF14]: TARTRATE-RESISTANT ACID PHOSPHATASE TYPE 5;
[PTHR10161]: TARTRATE-RESISTANT ACID PHOSPHATASE TYPE 5;
[PF00149]: Calcineurin-like phosphoesterase"
"Mp1g01410"	""	""	""	"[KOG1362]: Choline transporter-like protein; N-term missing; [I];
[PTHR12385:SF14]: CTL-LIKE PROTEIN DDB_G0288717;
[PTHR12385]: CHOLINE TRANSPORTER-LIKE (SLC FAMILY 44);
[PF04515]: Plasma-membrane choline transporter"
"Mp1g01430"	"MpCDC25_2"	"Cell cycle related protein"	"[MpCDC25_2]: Cell cycle related protein"	"[K18065]: CDC25; Cdc25 family phosphatase [EC:3.1.3.48 1.20.4.1];
[KOG3772]: M-phase inducer phosphatase; N-term missing; [D];
[PTHR10828:SF38]: ARSENICAL-RESISTANCE PROTEIN 2-RELATED;
[PTHR10828]: M-PHASE INDUCER PHOSPHATASE  DUAL SPECIFICITY PHOSPHATASE CDC25;
[PF00581]: Rhodanese-like domain"
"Mp1g01440"	""	""	""	"[K07376]: PRKG1; cGMP-dependent protein kinase 1 [EC:2.7.11.12];
[KOG0580]: Serine/threonine protein kinase; [D];
[KOG1113]: cAMP-dependent protein kinase types I and II, regulatory subunit; N-term missing; [T];
[PTHR24353:SF132];
[PTHR24353]: CYCLIC NUCLEOTIDE-DEPENDENT PROTEIN KINASE;
[PF00069]: Protein kinase domain;
[PF00027]: Cyclic nucleotide-binding domain"
"Mp1g01450"	""	""	""	"[K01369]: LGMN; legumain [EC:3.4.22.34];
[KOG1348]: Asparaginyl peptidases; [O];
[PTHR12000]: HEMOGLOBINASE FAMILY MEMBER;
[PTHR12000:SF42]: VACUOLAR-PROCESSING ENZYME GAMMA-ISOZYME;
[PF01650]: Peptidase C13 family"
"Mp1g01470"	""	""	""	"[K20221]: IPO4, RANBP4; importin-4;
[KOG2171]: Karyopherin (importin) beta 3; [YU];
[PTHR10527]: IMPORTIN BETA;
[PTHR10527:SF71]: BNAANNG11870D PROTEIN;
[PF13646]: HEAT repeats;
[PF03810]: Importin-beta N-terminal domain"
"Mp1g01480"	"MpMORC1"	"Chromatin related protein"	"[MpMORC1]: Chromatin related protein"	"[KOG1845]: MORC family ATPases; [D];
[PTHR23336]: ZINC FINGER CW-TYPE COILED-COIL DOMAIN PROTEIN 3.;
[PF17942]: Morc6 ribosomal protein S5 domain 2-like;
[PF13589]: Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
"Mp1g01490"	""	""	""	"[K03103]: MINPP1; multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80];
[KOG1382]: Multiple inositol polyphosphate phosphatase; [R];
[PTHR20963:SF8]: MULTIPLE INOSITOL POLYPHOSPHATE PHOSPHATASE 1;
[PTHR20963]: MULTIPLE INOSITOL POLYPHOSPHATE PHOSPHATASE-RELATED;
[PF00328]: Histidine phosphatase superfamily (branch 2)"
"Mp1g01520"	"MpPP2C_C1"	"phosphatase"	"[MpPP2C_C1]: phosphatase"	"[KOG0700]: Protein phosphatase 2C/pyruvate dehydrogenase (lipoamide) phosphatase; C-term missing; [T];
[PTHR13832:SF301]: PROTEIN PHOSPHATASE 2C 29;
[PTHR13832]: PROTEIN PHOSPHATASE 2C;
[PF00481]: Protein phosphatase 2C"
"Mp1g01530"	""	""	""	"[PTHR20957]: UNCHARACTERIZED"
"Mp1g01540"	""	""	""	"[PTHR36762]: LIGHT-REGULATED PROTEIN 1, CHLOROPLASTIC;
[PF07207]: Light regulated protein Lir1"
"Mp1g01550"	""	""	""	"[K00286]: proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2];
[KOG3124]: Pyrroline-5-carboxylate reductase; [E];
[PTHR11645]: PYRROLINE-5-CARBOXYLATE REDUCTASE;
[PTHR11645:SF0]: PYRROLINE-5-CARBOXYLATE REDUCTASE 2;
[PF03807]: NADP oxidoreductase coenzyme F420-dependent;
[PF14748]: Pyrroline-5-carboxylate reductase dimerisation"
"Mp1g01560"	""	""	""	"[KOG0472]: Leucine-rich repeat protein; [S];
[PTHR16083]: LEUCINE RICH REPEAT CONTAINING PROTEIN;
[PTHR16083:SF20]: LRR RECEPTOR-LIKE KINASE;
[PF13855]: Leucine rich repeat;
[PF13516]: Leucine Rich repeat"
"Mp1g01570"	"MpPPR_22"	"Pentatricopeptide repeat proteins"	"[MpPPR_22]: Pentatricopeptide repeat proteins"	"[PTHR47932]: ATPASE EXPRESSION PROTEIN 3;
[PF13041]: PPR repeat family;
[PF13812]: Pentatricopeptide repeat domain;
[PF01535]: PPR repeat"
"Mp1g01580"	""	""	""	"[K17662]: CBP3, UQCC; cytochrome b pre-mRNA-processing protein 3;
[KOG2873]: Ubiquinol cytochrome c reductase assembly protein CBP3; N-term missing; [C];
[PTHR12184]: UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX ASSEMBLY FACTOR 1 FAMILY MEMBER;
[PF03981]: Ubiquinol-cytochrome C chaperone"
"Mp1g01600"	""	""	""	"[KOG1032]: Uncharacterized conserved protein, contains GRAM domain; [S];
[PTHR47038]: BAG-ASSOCIATED GRAM PROTEIN 1;
[PTHR47038:SF1]: BAG-ASSOCIATED GRAM PROTEIN 1;
[PF02893]: GRAM domain;
[PF00168]: C2 domain;
[PF16016]: VAD1 Analog of StAR-related lipid transfer domain"
"Mp1g01610"	""	""	""	"[K03531]: ftsZ; cell division protein FtsZ;
[PTHR30314]: CELL DIVISION PROTEIN FTSZ-RELATED;
[PTHR30314:SF23]: FTSZ1-3 PLASTID DIVISION PROTEIN;
[PF12327]: FtsZ family, C-terminal domain;
[PF00091]: Tubulin/FtsZ family, GTPase domain"
"Mp1g01630"	""	""	""	"[K13125]: NOSIP; nitric oxide synthase-interacting protein;
[KOG3039]: Uncharacterized conserved protein; [S];
[PTHR13063]: ENOS INTERACTING PROTEIN;
[PF15906]: Zinc-finger of nitric oxide synthase-interacting protein;
[PF04641]: Rtf2 RING-finger"
"Mp1g01640"	""	""	""	"[K01876]: DARS2, aspS; aspartyl-tRNA synthetase [EC:6.1.1.12];
[KOG2411]: Aspartyl-tRNA synthetase, mitochondrial; [J];
[PTHR22594:SF5]: ASPARTATE--TRNA LIGASE, MITOCHONDRIAL;
[PTHR22594]: ASPARTYL/LYSYL-TRNA SYNTHETASE;
[PF02938]: GAD domain;
[PF01336]: OB-fold nucleic acid binding domain;
[PF00152]: tRNA synthetases class II (D, K and N)"
"Mp1g01650"	""	""	""	"[KOG2953]: mRNA-binding protein Encore; N-term missing; C-term missing; [A];
[PTHR15672]: CAMP-REGULATED PHOSPHOPROTEIN 21 RELATED R3H DOMAIN CONTAINING PROTEIN;
[PTHR15672:SF8]: PROTEIN ENCORE;
[PF12752]: SUZ domain;
[PF01424]: R3H domain"
"Mp1g01670"	"MpALFIN1"	"transcription factor, Alfin1-like"	"[MpALFIN1]: transcription factor, Alfin1-like"	"[KOG1632]: Uncharacterized PHD Zn-finger protein; [R];
[PTHR12321:SF141]: PHD FINGER PROTEIN ALFIN-LIKE 3-LIKE ISOFORM X1;
[PTHR12321]: CPG BINDING PROTEIN;
[PF12165]: Alfin;
[PF00628]: PHD-finger"
"Mp1g01680"	""	""	""	"[K21797]: SAC1, SACM1L; phosphatidylinositol 4-phosphatase [EC:3.1.3.-];
[KOG1889]: Putative phosphoinositide phosphatase; [I];
[PTHR45662]: PHOSPHATIDYLINOSITIDE PHOSPHATASE SAC1;
[PTHR45662:SF10]: PHOSPHOINOSITIDE PHOSPHATASE SAC8;
[PF02383]: SacI homology domain"
"Mp1g01690"	""	""	""	"[K02433]: gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7];
[KOG1211]: Amidases; [J];
[PTHR11895]: TRANSAMIDASE;
[PTHR11895:SF7]: GLUTAMYL-TRNA(GLN) AMIDOTRANSFERASE SUBUNIT A, MITOCHONDRIAL;
[PF01425]: Amidase"
"Mp1g01700"	"MpCFL1"	"Cuticle related protein"	"[MpCFL1]: Cuticle related protein"	"[PTHR14791]: BOMB/KIRA PROTEINS"
"Mp1g01750"	"MpCFL2"	"Cuticle related protein"	"[MpCFL2]: Cuticle related protein"	"[PTHR14791]: BOMB/KIRA PROTEINS"
"Mp1g01770"	""	""	""	"[K00509]: PTGS1, COX1; prostaglandin-endoperoxide synthase 1 [EC:1.14.99.1]"
"Mp1g01780"	"MpGST14"	"glutathione S-transferase"	"[MpGST14]: glutathione S-transferase"	"[K22077]: GDAP1; ganglioside-induced differentiation-associated protein 1;
[KOG0867]: Glutathione S-transferase; [O];
[PTHR45374]: GLUTATHIONE S-TRANSFERASE TCHQD;
[PF13410]: Glutathione S-transferase, C-terminal domain;
[PF13417]: Glutathione S-transferase, N-terminal domain"
"Mp1g01810"	""	""	""	"[K15014]: SLC29A1_2_3, ENT1_2_3; solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3;
[KOG1479]: Nucleoside transporter; [F];
[PTHR10332:SF77]: EQUILIBRATIVE NUCLEOTIDE TRANSPORTER 8;
[PTHR10332]: EQUILIBRATIVE NUCLEOSIDE TRANSPORTER;
[PF01733]: Nucleoside transporter"
"Mp1g01820"	"MpPEX10"	"PEX10, RING complex"	"[MpPEX10]: PEX10, RING complex"	"[K13346]: PEX10; peroxin-10;
[KOG0317]: Predicted E3 ubiquitin ligase, integral peroxisomal membrane protein; [O];
[PTHR23350:SF0]: PEROXISOME BIOGENESIS FACTOR 10;
[PTHR23350]: PEROXISOME ASSEMBLY PROTEIN 10;
[PF04757]: Pex2 / Pex12 amino terminal region;
[PF13920]: Zinc finger, C3HC4 type (RING finger)"
"Mp1g01830"	""	""	""	"[K02838]: frr, MRRF, RRF; ribosome recycling factor;
[KOG4759]: Ribosome recycling factor; N-term missing; [J];
[PTHR20982:SF12]: OSJNBA0076N16.8 PROTEIN;
[PTHR20982]: RIBOSOME RECYCLING FACTOR;
[PF01765]: Ribosome recycling factor"
"Mp1g01840"	""	""	""	"[KOG1543]: Cysteine proteinase Cathepsin L; [O];
[PTHR12411]: CYSTEINE PROTEASE FAMILY C1-RELATED;
[PTHR12411:SF745]: CYSTEINE PROTEASE RDL2-RELATED;
[PF00112]: Papain family cysteine protease;
[PF08246]: Cathepsin propeptide inhibitor domain (I29)"
"Mp1g01850"	""	""	""	"[K23564]: EMC3, TMEM111; ER membrane protein complex subunit 3;
[KOG3188]: Uncharacterized conserved protein; [S];
[PTHR13116:SF8]: ER MEMBRANE PROTEIN COMPLEX SUBUNIT 3;
[PTHR13116]: UNCHARACTERIZED;
[PF01956]: Integral membrane protein EMC3/TMCO1-like"
"Mp1g01860"	"MpRLK-Pelle_RLCK-Via"	"Receptor-like Kinase (RLK)"	"[MpRLK-Pelle_RLCK-Via]: Receptor-like Kinase (RLK)"	"[KOG1187]: Serine/threonine protein kinase; [T];
[PTHR27001]: OS01G0253100 PROTEIN;
[PTHR27001:SF877];
[PF07714]: Protein tyrosine and serine/threonine kinase;
[PF00582]: Universal stress protein family"
"Mp1g01870"	""	""	""	"[K00640]: cysE; serine O-acetyltransferase [EC:2.3.1.30];
[KOG4750]: Serine O-acetyltransferase; [E];
[PTHR42811:SF8]: SERINE ACETYLTRANSFERASE 2-RELATED;
[PTHR42811]: SERINE ACETYLTRANSFERASE;
[PF06426]: Serine acetyltransferase, N-terminal;
[PF00132]: Bacterial transferase hexapeptide (six repeats)"
"Mp1g01880"	""	""	""	"[PTHR33741]: TRANSMEMBRANE PROTEIN DDB_G0269096-RELATED;
[PF04982]: HPP family"
"Mp1g01890"	""	""	""	"[K14959]: MLL4; [histone H3]-lysine4 N-trimethyltransferase MLL4 [EC:2.1.1.354]"
"Mp1g01900"	""	""	""	"[KOG0957]: PHD finger protein; N-term missing; [R];
[PTHR37701]: METHYL-CPG-BINDING DOMAIN-CONTAINING PROTEIN 8;
[PF00628]: PHD-finger"
"Mp1g01930"	""	""	""	"[K18466]: VPS26; vacuolar protein sorting-associated protein 26;
[KOG3063]: Membrane coat complex Retromer, subunit VPS26; [U];
[PTHR12233]: VACUOLAR PROTEIN SORTING 26 RELATED;
[PTHR12233:SF19]: VACUOLAR PROTEIN SORTING 26A-RELATED;
[PF03643]: Vacuolar protein sorting-associated protein 26"
"Mp1g01940"	""	""	""	"[K15164]: MED13; mediator of RNA polymerase II transcription subunit 13;
[KOG3600]: Thyroid hormone receptor-associated protein complex, subunit TRAP240; N-term missing; C-term missing; [K];
[PTHR10791:SF162]: MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 13;
[PTHR10791]: RAG1-ACTIVATING PROTEIN 1;
[PF18296]: MID domain of medPIWI;
[PF06333]: Mediator complex subunit 13 C-terminal domain;
[PF11597]: Mediator complex subunit 13 N-terminal"
"Mp1g01960"	"MpCCAAT-NFYC4"	"transcription factor, CCAAT-NFYC"	"[MpCCAAT-NFYC4]: transcription factor, CCAAT-NFYC"	"[KOG1657]: CCAAT-binding factor, subunit C (HAP5); N-term missing; [K];
[PTHR10252]: HISTONE-LIKE TRANSCRIPTION FACTOR CCAAT-RELATED;
[PTHR10252:SF107]: NUCLEAR TRANSCRIPTION FACTOR Y SUBUNIT C-4;
[PF00808]: Histone-like transcription factor (CBF/NF-Y) and archaeal histone"
"Mp1g01980"	""	""	""	"[K00030]: IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41];
[KOG0784]: Isocitrate dehydrogenase, gamma subunit; [E];
[PTHR11835:SF56]: NAD-DEPENDENT ISOCITRATE DEHYDROGENASE C,1;
[PTHR11835]: DECARBOXYLATING DEHYDROGENASES-ISOCITRATE, ISOPROPYLMALATE, TARTRATE;
[PF00180]: Isocitrate/isopropylmalate dehydrogenase"
"Mp1g01990"	""	""	""	"[K03434]: PIGL; N-acetylglucosaminylphosphatidylinositol deacetylase [EC:3.5.1.89];
[KOG3332]: N-acetylglucosaminyl phosphatidylinositol de-N-acetylase; [M];
[PTHR12993:SF11]: N-ACETYLGLUCOSAMINYL-PHOSPHATIDYLINOSITOL DE-N-ACETYLASE;
[PTHR12993]: N-ACETYLGLUCOSAMINYL-PHOSPHATIDYLINOSITOL DE-N-ACETYLASE-RELATED;
[PF02585]: GlcNAc-PI de-N-acetylase"
"Mp1g02000"	""	""	""	"[K03444]: ERD6, ESL1; MFS transporter, SP family, ERD6-like sugar transporter;
[KOG0569]: Permease of the major facilitator superfamily; [G];
[PTHR48021:SF23]: SUGAR TRANSPORTER ERD6-LIKE 6;
[PTHR48021];
[PF00083]: Sugar (and other) transporter"
"Mp1g02010"	""	""	""	"[K10400]: KIF15; kinesin family member 15;
[KOG4280]: Kinesin-like protein; C-term missing; [Z];
[KOG0161]: Myosin class II heavy chain; N-term missing; [Z];
[KOG0994]: Extracellular matrix glycoprotein Laminin subunit beta; N-term missing; [W];
[PTHR47970:SF13]: KINESIN-LIKE PROTEIN KIN-12F ISOFORM X1;
[PTHR47970]: KINESIN-LIKE PROTEIN KIF11;
[PF00225]: Kinesin motor domain"
"Mp1g02020"	""	""	""	"[K15032]: MTERFD; mTERF domain-containing protein, mitochondrial;
[KOG1267]: Mitochondrial transcription termination factor, mTERF; N-term missing; [KR];
[PTHR13068]: CGI-12 PROTEIN-RELATED;
[PTHR13068:SF9]: TRANSCRIPTION TERMINATION FACTOR MTERF5, CHLOROPLASTIC;
[PF02536]: mTERF"
"Mp1g02030"	""	""	""	"[PTHR37381]: PENTATRICOPEPTIDE REPEAT (PPR) SUPERFAMILY PROTEIN"
"Mp1g02040"	""	""	""	"[K03124]: TFIIB, GTF2B, SUA7, tfb; transcription initiation factor TFIIB;
[KOG1597]: Transcription initiation factor TFIIB; [K];
[PTHR11618:SF26]: PLANT-SPECIFIC TFIIB-RELATED PROTEIN 1;
[PTHR11618]: TRANSCRIPTION INITIATION FACTOR IIB-RELATED;
[PF00382]: Transcription factor TFIIB repeat"
"Mp1g02060"	""	""	""	"[KOG1362]: Choline transporter-like protein; N-term missing; [I];
[PTHR12385]: CHOLINE TRANSPORTER-LIKE (SLC FAMILY 44);
[PTHR12385:SF4]: PROTEIN PNS1;
[PF04515]: Plasma-membrane choline transporter"
"Mp1g02080"	""	""	""	"[K23355]: VASH; tubulinyl-Tyr carboxypeptidase [EC:3.4.17.17];
[PTHR15750:SF2]: VASOHIBIN-1-LIKE ISOFORM X2;
[PTHR15750]: VASOHIBIN-1-LIKE ISOFORM X2;
[PF14822]: Vasohibin"
"Mp1g02090"	""	""	""	"[PTHR35729]: T1B9.12 PROTEIN"
"Mp1g02120"	"MpPKC1"	"Secondary metabolism enzyme"	"[MpPKC1]: Secondary metabolism enzyme"	"[PTHR33789]: LACHRYMATORY-FACTOR SYNTHASE;
[PTHR33789:SF5]: LACHRYMATORY-FACTOR SYNTHASE;
[PF10604]: Polyketide cyclase / dehydrase and lipid transport"
"Mp1g02130"	""	""	""	"[K12462]: ARHGDI, RHOGDI; Rho GDP-dissociation inhibitor;
[KOG3205]: Rho GDP-dissociation inhibitor; [T];
[PTHR10980]: RHO GDP-DISSOCIATION INHIBITOR;
[PTHR10980:SF36]: OS01G0913600 PROTEIN;
[PF02115]: RHO protein GDP dissociation inhibitor"
"Mp1g02140"	""	""	""	"[K00616]: E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2];
[KOG2772]: Transaldolase; C-term missing; [G];
[PTHR10683]: TRANSALDOLASE;
[PTHR10683:SF38]: ALDOLASE SUPERFAMILY PROTEIN;
[PF00923]: Transaldolase/Fructose-6-phosphate aldolase"
"Mp1g02150"	""	""	""	"[K10349]: FEM1B; Fem-1 homolog b;
[KOG0508]: Ankyrin repeat protein; C-term missing; [R];
[KOG4412]: 26S proteasome regulatory complex, subunit PSMD10; C-term missing; [O];
[PTHR24178]: MOLTING PROTEIN MLT-4;
[PF12796]: Ankyrin repeats (3 copies)"
"Mp1g02160"	""	""	""	"[K02922]: RP-L37e, RPL37; large subunit ribosomal protein L37e;
[KOG3475]: 60S ribosomal protein L37; [J];
[PTHR10768]: 60S RIBOSOMAL PROTEIN L37;
[PTHR10768:SF31]: RIBOSOMAL PROTEIN L37;
[PF01907]: Ribosomal protein L37e"
"Mp1g02180"	""	""	""	"[K00616]: E2.2.1.2, talA, talB; transaldolase [EC:2.2.1.2];
[KOG2772]: Transaldolase; [G];
[PTHR10683:SF38]: ALDOLASE SUPERFAMILY PROTEIN;
[PTHR10683]: TRANSALDOLASE;
[PF00923]: Transaldolase/Fructose-6-phosphate aldolase"
"Mp1g02190"	"Mp1R-MYB10"	"transcription factor, MYB"	"[Mp1R-MYB10]: transcription factor, MYB"	"[K11314]: TADA2A, ADA2; transcriptional adapter 2-alpha;
[KOG0457]: Histone acetyltransferase complex SAGA/ADA, subunit ADA2; [B];
[PTHR12374:SF60]: TRANSCRIPTIONAL ADAPTER ADA2B;
[PTHR12374]: TRANSCRIPTIONAL ADAPTOR 2  ADA2 -RELATED;
[PF00569]: Zinc finger, ZZ type;
[PF00249]: Myb-like DNA-binding domain"
"Mp1g02200"	""	""	""	"[K01507]: ppa; inorganic pyrophosphatase [EC:3.6.1.1];
[KOG1626]: Inorganic pyrophosphatase/Nucleosome remodeling factor, subunit NURF38; [C];
[PTHR10286:SF68]: BNAC07G03580D PROTEIN;
[PTHR10286]: INORGANIC PYROPHOSPHATASE;
[PF00719]: Inorganic pyrophosphatase"
"Mp1g02210"	""	""	""	"[KOG0659]: Cdk activating kinase (CAK)/RNA polymerase II transcription initiation/nucleotide excision repair factor TFIIH/TFIIK, kinase subunit CDK7; C-term missing; [DKL];
[PTHR24056:SF107]: CYCLIN-DEPENDENT KINASE 10;
[PTHR24056]: CELL DIVISION PROTEIN KINASE;
[PF00069]: Protein kinase domain"
"Mp1g02220"	""	""	""	"[PTHR35713]: ARGININE/SERINE-RICH-LIKE SPLICING FACTOR"
"Mp1g02230"	""	""	""	"[PTHR34575:SF1]: PROTEIN PAM68, CHLOROPLASTIC;
[PTHR34575]: PROTEIN PAM68, CHLOROPLASTIC;
[PF11947]: Photosynthesis affected mutant 68"
"Mp1g02240"	""	""	""	"[PTHR35552]: MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 8;
[PTHR35552:SF1]: MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 8"
"Mp1g02250"	"MpC2H2-6"	"transcription factor, C2H2-ZnF"	"[MpC2H2-6]: transcription factor, C2H2-ZnF"	"[PTHR32091:SF21];
[PTHR32091]: EUKARYOTIC TRANSLATION INITIATION FACTOR 4B;
[PF00098]: Zinc knuckle;
[PF06273]: Plant specific eukaryotic initiation factor 4B"
"Mp1g02260"	""	""	""	"[KOG1187]: Serine/threonine protein kinase; [T];
[PTHR48006]: LEUCINE-RICH REPEAT-CONTAINING PROTEIN DDB_G0281931-RELATED;
[PF08263]: Leucine rich repeat N-terminal domain;
[PF00069]: Protein kinase domain"
"Mp1g02270"	""	""	""	"[K00899]: mtnK; 5-methylthioribose kinase [EC:2.7.1.100];
[KOG1468]: Predicted translation initiation factor related to eIF-2B alpha/beta/delta subunits (CIG2/IDI2); [J];
[PTHR34273:SF2]: METHYLTHIORIBOSE KINASE;
[PTHR34273]: METHYLTHIORIBOSE KINASE;
[PF01008]: Initiation factor 2 subunit family;
[PF01636]: Phosphotransferase enzyme family"
"Mp1g02280"	""	""	""	"[K05283]: PIGW; glucosaminylphosphatidylinositol acyltransferase [EC:2.3.-.-];
[KOG0411]: Uncharacterized membrane protein; [S];
[PTHR20661]: PHOSPHATIDYLINOSITOL-GLYCAN BIOSYNTHESIS CLASS W PROTEIN;
[PF06423]: GWT1"
"Mp1g02290"	""	""	""	"[K07304]: msrA; peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11];
[KOG1635]: Peptide methionine sulfoxide reductase; [O];
[PTHR42799]: MITOCHONDRIAL PEPTIDE METHIONINE SULFOXIDE REDUCTASE;
[PTHR42799:SF21]: PEPTIDE METHIONINE SULFOXIDE REDUCTASE A4, CHLOROPLASTIC;
[PF01625]: Peptide methionine sulfoxide reductase"
"Mp1g02320"	"MpDDT2|MpHD8"	"transcription factor, HD, homeodomain protein"	"[MpDDT2|MpHD8]: transcription factor, HD, homeodomain protein"	"[KOG0487]: Transcription factor Abd-B, contains HOX domain; N-term missing; [K];
[PTHR36968]: HOMEOBOX-DDT DOMAIN PROTEIN RLT2;
[PTHR36968:SF5]: HOMEOBOX-DDT DOMAIN PROTEIN RLT2;
[PF00046]: Homeodomain"
"Mp1g02350"	""	""	""	"[K12812]: DDX39B, UAP56, SUB2; ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13];
[KOG0329]: ATP-dependent RNA helicase; [A];
[PTHR47958]: ATP-DEPENDENT RNA HELICASE DBP3;
[PTHR47958:SF68]: DEAD-BOX ATP-DEPENDENT RNA HELICASE 56-LIKE ISOFORM X1;
[PF00270]: DEAD/DEAH box helicase;
[PF00271]: Helicase conserved C-terminal domain"
"Mp1g02360"	""	""	""	"[PTHR31585]: FOLATE-BIOPTERIN TRANSPORTER 1, CHLOROPLASTIC;
[PTHR31585:SF23]: FOLATE-BIOPTERIN TRANSPORTER 1 CHLOROPLASTIC;
[PF03092]: BT1 family"
"Mp1g02380"	"MpNPR"	"Salicylic acid related protein, Hormone related protein"	"[MpNPR]: Salicylic acid related protein, Hormone related protein"	"[K14508]: NPR1; regulatory protein NPR1;
[KOG4441]: Proteins containing BTB/POZ and Kelch domains, involved in regulatory/signal transduction processes; C-term missing; [TR];
[KOG4412]: 26S proteasome regulatory complex, subunit PSMD10; C-term missing; [O];
[PTHR46475]: REGULATORY PROTEIN NPR3;
[PF12796]: Ankyrin repeats (3 copies);
[PF00651]: BTB/POZ domain;
[PF12313]: NPR1/NIM1 like defence protein C terminal"
"Mp1g02440"	""	""	""	"[K17263]: CAND1, TIP120A; cullin-associated NEDD8-dissociated protein 1;
[KOG1824]: TATA-binding protein-interacting protein; [R];
[PTHR12696:SF3]: BNAA06G34100D PROTEIN;
[PTHR12696]: TIP120;
[PF08623]: TATA-binding protein interacting (TIP20)"
"Mp1g02450"	""	""	""	"[K13525]: VCP, CDC48; transitional endoplasmic reticulum ATPase;
[KOG0730]: AAA+-type ATPase; [O];
[PTHR23077:SF158]: CELL DIVISION CYCLE PROTEIN 48 HOMOLOG;
[PTHR23077]: AAA-FAMILY ATPASE;
[PF17862]: AAA+ lid domain;
[PF09336]: Vps4 C terminal oligomerisation domain;
[PF02933]: Cell division protein 48 (CDC48), domain 2;
[PF00004]: ATPase family associated with various cellular activities (AAA);
[PF02359]: Cell division protein 48 (CDC48), N-terminal domain"
"Mp1g02470"	""	""	""	"[PTHR31549]: PROTEIN, PUTATIVE (DUF247)-RELATED-RELATED;
[PF03140]: Plant protein of unknown function"
