gene_symbol	full_name	synonym	product	description	GeneID/Location	reference	PMID	DOI	status
MpASLBD10	MpASLBD10		transcription factor, ASL/LBD		Mapoly0084s0032.1; Mp5g17820.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD11	MpASLBD11		transcription factor, ASL/LBD		Mapoly0093s0018.1; Mp5g10960.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD12	MpASLBD12		transcription factor, ASL/LBD		Mapoly0093s0069.1; Mp5g11460.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD13	MpASLBD13		transcription factor, ASL/LBD		Mapoly0097s0062.1; Mp6g05810.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD14	MpASLBD14		transcription factor, ASL/LBD		Mapoly0152s0027.1; Mp6g09270.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD15	MpASLBD15		transcription factor, ASL/LBD		Mapoly0153s0039.1; Mp1g14500.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD16	MpASLBD16		transcription factor, ASL/LBD		Mapoly0173s0030.1; Mp6g06850.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD17	MpASLBD17		transcription factor, ASL/LBD		Mapoly0176s0008.1; Mp8g09250.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD18	MpASLBD18		transcription factor, ASL/LBD		Mapoly0721s0001.1; Mp6g09280.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD19	MpASLBD19		transcription factor, ASL/LBD		Mapoly0817s0001.1; Mpzg00130.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD2	MpASLBD2		transcription factor, ASL/LBD		Mapoly0008s0060.1; Mp8g11560.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD20	MpASLBD20		transcription factor, ASL/LBD		Mapoly1185s0001.1; Mp7g18690.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD21	MpASLBD21		transcription factor, ASL/LBD		Mapoly1803s0001.1; Mpzg01450.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD22	MpASLBD22		transcription factor, ASL/LBD		Mapoly3661s0001.1; Mp4g01170.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD23	MpASLBD23		transcription factor, ASL/LBD			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD24	MpASLBD24		transcription factor, ASL/LBD		Mapoly0050s0090.1; Mp3g12980.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD3	MpASLBD3		transcription factor, ASL/LBD		Mapoly0009s0166.1; Mp7g14810.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD4	MpASLBD4		transcription factor, ASL/LBD		Mapoly0011s0037.1; Mp4g10500.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD5	MpASLBD5		transcription factor, ASL/LBD		Mapoly0046s0060.1; Mp7g00650.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD6	MpASLBD6		transcription factor, ASL/LBD		Mapoly0051s0062.1; Mp7g17250.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD7	MpASLBD7		transcription factor, ASL/LBD		Mapoly0058s0090.1; Mp5g21080.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD8	MpASLBD8		transcription factor, ASL/LBD		Mapoly0060s0092.1; Mp6g08290.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpASLBD9	MpASLBD9		transcription factor, ASL/LBD		Mapoly0080s0037.1; Mp4g02620.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpATHOOK1	MpAThook1		transcription factor, AThook		Mapoly0102s0028.1; Mp7g18120.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpATHOOK2	MpAThook2		transcription factor, AThook		Mapoly0129s0052.1; Mp2g10280.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpATHOOK3	MpAThook3		transcription factor, AThook		Mapoly0151s0042.1; Mp8g14640.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpAUX1	AUXIN RESISTANT 1		Encodes auxin influx transporter	Genome paper Mapoly0107s0048	Mapoly0107s0048; Mp1g29330	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-1	MpB3-1, MpARF2	MpREM4	transcription factor, B3	Formerly, MpB3-1 was assigned to Mapoly0011s0167.1, but Mapoly0011s0167.1 is now registered as MpARF2		Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-2	MpB3-2, MpREM2		transcription factor, B3		Mapoly0015s0164.1; Mp2g08790.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-3	MpB3-3, MpARF1		transcription factor, B3			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-4	MpB3-4, MpARF3		transcription factor, B3			Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-5	MpB3-5, MpVAL/HSL		transcription factor, B3		Mapoly0074s0026.1; Mp7g03700.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-6	MpB3-6, MpABI3A	MpABI3A	transcription factor, B3		Mapoly0086s0035.1; Mp5g08310.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-7	MpB3-7, MpREM1		transcription factor, B3		Mapoly0183s0010.1; Mp3g24780.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpB3-8	MpB3-8, MpABI3B		transcription factor, B3		Mapoly0474s0001.1; Mp2g08260.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX1	MpBBX1		transcription factor, BBX		Mapoly0027s0033.1; Mp5g05940.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX2	MpBBX2		transcription factor, BBX		Mapoly0049s0030.1; Mp3g20050.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX3	MpBBX3		transcription factor, BBX		Mapoly0049s0067.1; Mp3g19670.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX4	MpBBX4		transcription factor, BBX		Mapoly0064s0079.1; Mp8g01190.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX5	MpBBX5		transcription factor, BBX		Mapoly0110s0028.1; Mp8g13470.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBBX6	MpBBX6		transcription factor, BBX		Mapoly0122s0029.1; Mp2g16350.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBELL1	MpBELL1	MpHD22	transcription factor, HD, homeodomain protein	Genome paper: Mapoly0132s0008_BELL2 Mapoly0213s0014_BELL1 Mapoly0093s0028_BELL5 Mapoly0013s0027_BELL4 Mapoly0012s0090_BELL3	Mapoly0213s0014; Mp8g18310	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpBELL2	MpBELL2	MpHD17	transcription factor, HD, homeodomain protein	Genome paper: Mapoly0132s0008_BELL2 Mapoly0213s0014_BELL1 Mapoly0093s0028_BELL5 Mapoly0013s0027_BELL4 Mapoly0012s0090_BELL3	Mapoly0132s0008; Mp4g09650	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpBELL3	MpBELL3	MpHD4	transcription factor, HD, homeodomain protein	Genome paper: Mapoly0132s0008_BELL2 Mapoly0213s0014_BELL1 Mapoly0093s0028_BELL5 Mapoly0013s0027_BELL4 Mapoly0012s0090_BELL3	Mapoly0012s0090; Mp8g02970	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpBELL4	MpBELL4	MpHD5	transcription factor, HD, homeodomain protein	Genome paper: Mapoly0132s0008_BELL2 Mapoly0213s0014_BELL1 Mapoly0093s0028_BELL5 Mapoly0013s0027_BELL4 Mapoly0012s0090_BELL3	Mapoly0013s0027; Mp8g07680	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpBELL5	MpBELL5	MpHD16	transcription factor, HD, homeodomain protein	Genome paper: Mapoly0132s0008_BELL2 Mapoly0213s0014_BELL1 Mapoly0093s0028_BELL5 Mapoly0013s0027_BELL4 Mapoly0012s0090_BELL3	Mapoly0093s0028; Mp5g11060	Dierschke et al., 2020 BioRxiv		doi:10.1101/2020.04.06.027821	Published
MpBET1	Blocked early in transport 1		Ortholog of Arabidopsis BET1 genes	The transcript is detected in thalli, antheridiophores, archegoniophores, and sporelings. Citrine-tagged MpBET1 driven by the cauliflower mosaic virus 35S promoter is localized to the trans-Golgi network.	Mapoly0002s0103; Mp1g27750	Kanazawa et al. Plant Cell Physiol. 2015 Epub ahead of print. PMID: 26019268	PMID: 26019268		Published
MpBHLH1	MpbHLH1	MpFIT2	transcription factor, bHLH		Mapoly0124s0021.1; Mp5g03020.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH10	MpbHLH10		transcription factor, bHLH		Mapoly0098s0046.1; Mp4g01540.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH11	MpbHLH11		transcription factor, bHLH		Mapoly0054s0021.1; Mp4g15560.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH12	MpbHLH12		transcription factor, bHLH		Mapoly0031s0161.1; Mp2g05070.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH13	MpbHLH13		transcription factor, bHLH		Mapoly0040s0112.1; Mp2g20990.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH14	MpbHLH14, MpRSL1	MpRSL1	transcription factor, bHLH		Mapoly0039s0003.1; Mp3g17930.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH15	MpbHLH15		transcription factor, bHLH		Mapoly0038s0058.1; Mp6g18480.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH16	MpbHLH16	MpICE1	transcription factor, bHLH		Mapoly0150s0015.1; Mp4g04910.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH17	MpbHLH17	MpICE2	transcription factor, bHLH		Mapoly0150s0016.1; Mp4g04920.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH18	MpbHLH18		transcription factor, bHLH		Mapoly0016s0110.1; Mp6g10690.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH19	MpbHLH19	MpLHW	transcription factor, bHLH		Mapoly0088s0049.1; Mp7g02370.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH2	MpbHLH2		transcription factor, bHLH		Mapoly0028s0062.1; Mp2g00890.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH20	MpbHLH20	MpBONOBO; MpBNB	transcription factor, bHLH		Mapoly0024s0106.1; Mp3g23300.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH21	MpbHLH21		transcription factor, bHLH		Mapoly0037s0007.1; Mp3g11900.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH22	MpbHLH22		transcription factor, bHLH		Mapoly0030s0141.1; Mp8g18080.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH23	MpbHLH23		transcription factor, bHLH		Mapoly0114s0037.1; Mp4g06170.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH24	MpbHLH24		transcription factor, bHLH		Mapoly0012s0202.1; Mp8g04130.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH25	MpbHLH25		transcription factor, bHLH		Mapoly0012s0026.1; Mp8g02290.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH26	MpbHLH26		transcription factor, bHLH	X-linked	Mapoly0018s0018.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH27	MpbHLH27		transcription factor, bHLH		Mapoly0001s0259.1; Mp1g19210.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH28	MpbHLH28		transcription factor, bHLH		Mapoly0091s0008.1; Mp6g21470.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH29	MpbHLH29		transcription factor, bHLH		Mapoly0015s0003.1; Mp2g07150.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH3	MpbHLH3		transcription factor, bHLH		Mapoly0028s0060.1; Mp2g00910.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH30	MpbHLH30		transcription factor, bHLH		Mapoly0015s0001.1; Mp2g07130.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH31	MpbHLH31		transcription factor, bHLH		Mapoly0232s0001.1; Mp2g07110.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH32	MpbHLH32		transcription factor, bHLH		Mapoly0034s0053.1; Mp6g04650.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH33	MpbHLH33		transcription factor, bHLH		Mapoly0029s0135.1; Mp1g01110.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH34	MpbHLH34		transcription factor, bHLH		Mapoly0029s0130.1; Mp1g01160.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH35	MpbHLH35	MpSETA	transcription factor, bHLH		Mapoly0031s0072.1; Mp2g04160.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH36	MpbHLH36		transcription factor, bHLH		Mapoly0031s0074.1; Mp2g04180.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH37	MpbHLH37		transcription factor, bHLH		Mapoly0031s0076.1; Mp2g04200.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH38	MpbHLH38		transcription factor, bHLH		Mapoly0126s0029.1; Mp4g19650.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH39	MpbHLH39		transcription factor, bHLH		Mapoly0073s0059.1; Mp5g18820.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH4	MpbHLH4		transcription factor, bHLH		Mapoly0028s0058.1; Mp2g00930.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH40	MpbHLH40		transcription factor, bHLH		Mapoly0073s0051.1; Mp5g18910.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH41	MpbHLH41		transcription factor, bHLH		Mapoly0100s0033.1; Mp3g25200.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH42	MpbHLH42		transcription factor, bHLH		Mapoly0048s0099.1; Mp5g09710.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH43	MpbHLH43, MpLRL1	MpLRL	transcription factor, bHLH		Mapoly0502s0001.1; Mpzg01410.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH44	MpbHLH44		transcription factor, bHLH		Mapoly0174s0004.1; Mp4g12420.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH45	MpbHLH45		transcription factor, bHLH		Mapoly0055s0052.1; Mp2g19970.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH46	MpbHLH46	MpMYCY	transcription factor, bHLH	Y-linked	MapolyY_B0018; MpVg00340	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH47	MpbHLH47		transcription factor, bHLH		Mapoly0028s0101.1; Mp2g00500.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH48	MpbHLH48	MpFIT1	transcription factor, bHLH		Mapoly0028s0100.1; Mp2g00510.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH49	MpbHLH49		transcription factor, bHLH		Mapoly0025s0044.1; Mp2g26400.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH5	MpbHLH5		transcription factor, bHLH		Mapoly0035s0146.1; Mp6g03670.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH50	MpbHLH50		transcription factor, bHLH		Mapoly0031s0075.1; Mp2g04190.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH51	MpbHLH51		transcription factor, bHLH		Mapoly0013s0167.1; Mp8g06230.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH6	MpbHLH6, MpPIF	MpPIF	transcription factor, bHLH		Mapoly0039s0059.1; Mp3g17350.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH7	MpbHLH7	MpTMO5	transcription factor, bHLH		Mapoly0039s0068.1; Mp3g17260.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH8	MpbHLH8		transcription factor, bHLH		Mapoly0021s0100.1; Mp2g06450.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBHLH9	MpbHLH9		transcription factor, bHLH		Mapoly0021s0101.1; Mp2g06460.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBNB	MpBONOBO	MpBONOBO; MpBHLH20	transcription factor, bHLH	essential for gametangium initial cell differentiation and gametangiophore development; the protein mainly accumulates in gametangium initial cells.	Mapoly0024s0106.1; Mp3g23300.1	Yamaoka et al., Curr. Biol.28(3):479-486 (2018)	29395928	10.1016/j.cub.2017.12.053	Published
MpBPC1	MpBPC1	MpBPCU	transcription factor, BBR/BPC (obsolete)	X-linked	Mapoly0018s0011.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBPC2	MpBPC2	MpBPCV	transcription factor, BBR/BPC (obsolete)	Y-linked	MapolyY_B0017; MpVg00350	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP1	MpbZIP1		transcription factor, bZIP		Mapoly0001s0021.1; Mp1g16800.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP10	MpbZIP10		transcription factor, bZIP		Mapoly0046s0102.1; Mp7g00210.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP11	MpbZIP11	MpABI5A	transcription factor, bZIP		Mapoly0069s0009.1; Mp2g23600.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP12	MpbZIP12	MpABI5B	transcription factor, bZIP		Mapoly0072s0050.1; Mp2g22820.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP13	MpbZIP13		transcription factor, bZIP		Mapoly0122s0020.1; Mp2g16440.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP14	MpbZIP14		transcription factor, bZIP		Mapoly0130s0030.1; Mp2g02230.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP15	MpbZIP15		transcription factor, bZIP		Mapoly0737s0001.1; Mp1g03580.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP2	MpbZIP2		transcription factor, bZIP		Mapoly0007s0056.1; Mp3g00600.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP3	MpbZIP3		transcription factor, bZIP		Mapoly0012s0172.1; Mp8g03820.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP4	MpbZIP4		transcription factor, bZIP		Mapoly0015s0005.1; Mp2g07170.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP5	MpbZIP5		transcription factor, bZIP		Mapoly0016s0098.1; Mp6g10570.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
MpBZIP6	MpbZIP6		transcription factor, bZIP		Mapoly0019s0040.1; Mp1g12700.1	Bowman, Kohchi, Yamato, et al., Cell 171(2):287-304.e15	28985561	10.1016/j.cell.2017.09.030	Published
